Order name,Day,Shipping region,Shipping city,Total sales (last click),First order referring channel,Order UTM campaign,Referring channel,UTM campaign name,Notes,Found on shopify or zoho
#83801,10/08/2026,Maharashtra,Mumbai,4589.15,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,,zoho sales iq
#83704,10/08/2026,Uttar Pradesh,NOIDA,5520,Google,search_brand_18098202173,Google,search_brand_18098202173,,zoho sales iq
#83807,10/08/2026,Karnataka,Bengaluru,27000,,,,,,zoho sales iq
#83847,11/08/2026,Karnataka,Mysuru,3169.1,google,Pmaxbleeders_20714640181,direct,,,zoho sales iq
#83828,11/08/2026,Haryana,Faridabad,13767.3,direct,,google,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,,zoho sales iq
#83849,11/08/2026,Nagaland,Jakhama Hq,5199,direct,,direct,,,zoho sales iq
#83839,11/08/2026,Punjab,Ludhiana,5759.1,google,LightingShopping_21285710791,direct,,,zoho sales iq
#83848,11/08/2026,Nagaland,Kohima,3499,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83841,11/08/2026,Maharashtra,Mumbai,5499,direct,,direct,,,shopify
#83838,11/08/2026,Delhi,New Delhi,4299,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#83845,11/08/2026,Punjab,Jalandhar,7499,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#83850,11/08/2026,Karnataka,Bangalore,6299,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#83842,11/08/2026,Maharashtra,Pune,13798,google,,google,,,shopify
#83831,11/08/2026,Haryana,"Kutabpur, Kaithal",3149.1,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#83844,11/08/2026,Maharashtra,Mumbai,6569.1,direct,,direct,,,shopify
#83840,11/08/2026,Maharashtra,Mumbai,11697,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#83830,11/08/2026,Delhi,New Delhi,2399,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#83837,11/08/2026,Uttar Pradesh,Noida,3099,instagram,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,instagram,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,,shopify
#83834,11/08/2026,Kerala,changanassery,12409.15,Amazon,,Amazon,,,zoho sales iq
#83832,11/08/2026,Tamil Nadu,COIMBATORE,76022.1,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,zoho sales iq
#83846,11/08/2026,Haryana,Gurugram,20228.3,,,,,,zoho sales iq
#83833,11/08/2026,Maharashtra,Mumbai,60194.5,direct,,direct,,,zoho sales iq
#83836,11/08/2026,Maharashtra,Mumbai,6969.15,google,pmaxlightingnc_16828666790,google,pmaxlightingnc_16828666790,,zoho sales iq
#83835,11/08/2026,Haryana,Faridabad,2549,tata,,tata,,,zoho sales iq
#83843,11/08/2026,Telangana,NANAKRAMGUDA,6441.3,direct,,direct,,,zoho sales iq
#83859,12/08/2026,Andhra Pradesh,Palamaner,12099,direct,,direct,,,shopify
#83863,12/08/2026,Odisha,Bhubaneswar,12198,direct,,direct,,,sales iq
#83878,12/08/2026,Karnataka,Mysuru,3299,direct,,direct,,,sales iq
#83884,12/08/2026,Karnataka,Bengaluru,6998,google,lightingsearchaimax,google,lightingsearchaimax,attributed direct but found google as attribution in sales iq need to discussed with otb,sales iq
#83851,12/08/2026,Punjab,Amritsar,12299,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83860,12/08/2026,Telangana,Hyderabad,16598,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83883,12/08/2026,Madhya Pradesh,Jabalpur,12399,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83877,12/08/2026,Gujarat,Pardi,3999,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#83866,12/08/2026,Gujarat,Ahmedabad,9899.1,google,PMaxLightingNC_16828666790,google,PMaxLightingNC_16828666790,,shopify
#83854,12/08/2026,Telangana,Hyderabad,11798,google,BestsellersDemandGen_23697546917,google,BestsellersDemandGen_23697546917,,shopify
#83868,12/08/2026,Telangana,Hyderabad,13229.1,google,PMaxLightingNC_16828666790,google,PMaxLightingNC_16828666790,,shopify
#83879,12/08/2026,Karnataka,Bangalore,46598,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#83855,12/08/2026,Maharashtra,Mumbai,5499,google,PMaxLightingNC_16828666790,google,PMaxLightingNC_16828666790,,shopify
#83874,12/08/2026,Goa,"Fatrade, Varca",26998,direct,,direct,,,shopify
#83869,12/08/2026,Nagaland,DIMAPUR,4799,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#83865,12/08/2026,Tamil Nadu,Coimbatore,4499.1,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#83870,12/08/2026,Goa,Chicalim,73484,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#83880,12/08/2026,Maharashtra,Mumbai,2999,google,BrandShopping_23291591904,google,BrandShopping_23291591904,,shopify
#83867,12/08/2026,Kerala,Haripad,8498,instagram,041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83885,12/08/2026,Telangana,Hyderabad,16197,instagram,BOF_Retargeting,instagram,BOF_Retargeting,,shopify
#83858,12/08/2026,Maharashtra,Mumbai,4334.15,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,,sales iq
#83864,12/08/2026,Goa,MORJIM,9599,Amazon,,Amazon,,,sales iq
#83876,12/08/2026,Maharashtra,Mumbai,5609.15,,,,,,sales iq
#83881,12/08/2026,Assam,Guwahati,17419.9,facebook,,google,lightingshopping_21285710791,,sales iq
#83871,12/08/2026,Haryana,"Gurgaon,",3116,Tata,,Tata,,,sales iq
#83853,12/08/2026,Tamil Nadu,Coimbatore,11698.2,google,PMaxLightingNC_16828666790,google,PMaxLightingNC_16828666790,,sales iq
#83861,12/08/2026,Maharashtra,mumbai,4229.1,direct,,direct,,,sales iq
#83882,12/08/2026,Delhi,New Delhi,6298.2,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,sales iq
#83872,12/08/2026,Haryana,Gurgaon,10538.3,,,,,,sales iq
#83352,12/08/2026,Maharashtra,Mumbai,"261,269.60",,,,,b2b direct,sales iq
#83862,12/08/2026,Karnataka,BANGLORE,24975.55,direct,,direct,,,sales iq
#83857,12/08/2026,Maharashtra,Mumbai,2664.15,google,lightingshopping,google,lightingshopping,,sales iq
#83875,12/08/2026,Tamil Nadu,KANNIYAKUMARI,23599,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,sales iq
#83852,12/08/2026,Haryana,Gurgaon,7499,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,sales iq
#83902,13/08/2026,Telangana,Hyderabad,6299.1,facebook,,direct,,,zoho sales iq
#83909,13/08/2026,Punjab,Sahibzada Ajit Singh Nagar,6599,direct,,direct,,,
#83887,13/08/2026,Delhi,Delhi,5599,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,
#83915,13/08/2026,West Bengal,Ghatal,23397,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,
#83916,13/08/2026,Uttar Pradesh,à¤†à¤œà¤¼à¤®à¤—à¤¢à¤¼,12198,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,
#83912,13/08/2026,Telangana,HYDERABAD,4999,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#83903,13/08/2026,Mizoram,AIZAWL,5523.3,direct,,direct,,,shopify
#83904,13/08/2026,Telangana,Hyderabad,2699,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#83907,13/08/2026,Haryana,Gurugram,29796,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#83891,13/08/2026,Gujarat,Ahmedabad,7798,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#83886,13/08/2026,Haryana,Gurugram,16898,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#83917,13/08/2026,Karnataka,Mangalore,6599,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#83901,13/08/2026,Telangana,Hyderabad,42794,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#83910,13/08/2026,Maharashtra,Mumbai,9398,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,
#83908,13/08/2026,Maharashtra,Mumbai,5699,instagram,,direct,,,
#83888,13/08/2026,Maharashtra,Mumbai,3262,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,
#83911,13/08/2026,Haryana,Panipat,5099,instagram,BrandShopping_23291591904,google,BrandShopping_23291591904,,shopify
#83914,13/08/2026,Maharashtra,Thane,7799,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,
#83894,13/08/2026,Karnataka,Banglore,31316.4,direct,,razorpay,,,shopify
#83893,13/08/2026,Delhi,Delhi,7369,Tata,,Tata,,,zoho sales iq
#83890,13/08/2026,Haryana,GURUGRAM,4912,Tata,,Tata,,,zoho sales iq
#83889,13/08/2026,Telangana,HYDERABAD,429,Amazon,,Amazon,,,zoho sales iq
#83892,13/08/2026,Haryana,GURUGRAM,5479,Tata,,Tata,,,zoho sales iq
#83898,13/08/2026,Haryana,Gurugram,121584,direct,,direct,,,zoho sales iq
#83900,13/08/2026,Himachal Pradesh,Shimla,13500,,,,,,zoho sales iq
#83913,13/08/2026,Karnataka,Bangalore,3089.15,Facebook,,google,,,zoho sales iq
#83905,13/08/2026,Tamil Nadu,Coimbatore,13767.3,,,,,,zoho sales iq
#83906,13/08/2026,Maharashtra,Mumbai,19300,google,,google,,,zoho sales iq
#83899,13/08/2026,Telangana,Hyderabad,8584.15,direct,,google,,,zoho sales iq
#83918,14/08/2026,Maharashtra,Nagpur,12598,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83919,14/08/2026,Punjab,Sas Nagar (mohali),5999,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83921,14/08/2026,Maharashtra,Mumbai,3229.15,facebook,,facebook,,,zoho sales iq
#83922,14/08/2026,Punjab,Mohali,28398,direct,,direct,,,zoho sales iq
#83925,14/08/2026,Karnataka,DAKSHINA KANNADA,4999,google,,google,,,shopify
#83923,14/08/2026,Telangana,Hyderabad,13343,facebook,,facebook,,,zoho sales iq
#83924,14/08/2026,Haryana,Faridabad,3364.2,direct,,direct,,,zoho sales iq
#83928,14/08/2026,Delhi,Delhi,2077,Tata,,Tata,,,zoho sales iq
#83926,14/08/2026,Gujarat,Vadodara,943,Tata,,Tata,,,zoho sales iq
#83927,14/08/2026,Goa,Taleigao,25414.15,direct,,direct,,,zoho sales iq
#83929,14/08/2026,Delhi,Delhi,16827.45,google,shoppingindexdecor_23361314596,google,shoppingindexdecor_23361314596,,zoho sales iq
#83931,14/08/2026,Punjab,Sahibzada Ajit Singh Nagar,48194,direct,,direct,,,shopify
#83930,14/08/2026,Karnataka,Bengaluru,12597,google,,direct,,,shopify
#83932,14/08/2026,Kerala,Ernakulam,5699,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#83935,14/08/2026,Haryana,GURUGRAM,4345,Tata,,Tata,,,zoho sales iq
#83933,14/08/2026,Karnataka,Bangalore,11896.6,google,pmaxbleeders_20714640181,facebook,,,zoho sales iq
#83934,14/08/2026,Uttar Pradesh,Noida,10198,google,,direct,,,shopify
#83937,14/08/2026,Delhi,New Delhi,2922,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#83939,14/08/2026,Maharashtra,Mumbai,17099,google,,google,,,shopify
#83938,14/08/2026,Delhi,"New Delhi ,",22779.15,google,pmaxlightingnc_16828666790,google,pmaxlightingnc_16828666790,,zoho sales iq
#83940,14/08/2026,Meghalaya,East Khasi Hills,3619,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#83941,14/08/2026,Jharkhand,Ranchi,12099,google,PMaxLightingNC_16828666790,google,PMaxLightingNC_16828666790,,shopify
#83942,15/08/2026,Delhi,New Delhi,3499,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#83943,15/08/2026,Chhattisgarh,Bhilai,7799,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83946,15/08/2026,Delhi,Delhi,13196,direct,,direct,,,shopify
#83945,15/08/2026,Karnataka,Bengaluru,3599,google,LightingSearchaimax,google,LightingSearchaimax,,shopify
#83944,15/08/2026,Maharashtra,Mumbai,31618.3,google,lightingsearchaimax,google,lightingsearchaimax,,zoho sales iq
#83947,15/08/2026,Karnataka,Bangalore,6799.15,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,zoho sales iq
#83948,15/08/2026,Rajasthan,Tonk,3499,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83949,15/08/2026,Rajasthan,Jodhpur,7499,google,PMaxLightingNC_16828666790,direct,,,shopify
#83950,15/08/2026,Maharashtra,Thane,6999,facebook,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,facebook,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,,shopify
#83951,15/08/2026,West Bengal,KOLKATA,14998,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83952,15/08/2026,Tamil Nadu,Madurai,17398,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83953,15/08/2026,Maharashtra,NAGPUR,3099,google,Search_Brand_18098202173,direct,,,shopify
#83954,15/08/2026,Maharashtra,Mumbai,20395.75,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,,zoho sales iq
#83956,15/08/2026,Maharashtra,Mumbai,17997,direct,,direct,,,shopify
#83955,15/08/2026,Maharashtra,Jalna,15598,google,,direct,,,shopify
#83958,15/08/2026,West Bengal,Kolkata,3199,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83960,15/08/2026,Madhya Pradesh,Ujjain,4099,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83959,15/08/2026,Jammu and Kashmir,Srinagar,90346.5,direct,,direct,,,zoho sales iq
#83957,15/08/2026,Karnataka,Bangalore,10114.15,google,shoppingindexdecor_23361314596,facebook,,,zoho sales iq
#83961,16/08/2026,Karnataka,Bengaluru,15597,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#83966,16/08/2026,Maharashtra,Mumbai,1599,direct,Search_Brand_18098202173,google,Search_Brand_18098202173,,zoho sales iq
#83962,16/08/2026,Maharashtra,Navi Mumbai,4999,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#83964,16/08/2026,Maharashtra,Pune,6374.15,facebook,060326_bof_retargeting_cbo_sales_warm_hot_evergreen_120244319824490384,facebook,060326_bof_retargeting_cbo_sales_warm_hot_evergreen_120244319824490384,,zoho sales iq
#83963,16/08/2026,Karnataka,Bangalore,7137.45,google,pmaxlightingnc_16828666790,google,pmaxlightingnc_16828666790,,zoho sales iq
#83965,16/08/2026,Maharashtra,Mumbai,7988.3,direct,,google,lightingshopping_21285710791,,zoho sales iq
#83967,16/08/2026,Haryana,Gurugram,4079.15,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,zoho sales iq
#83968,16/08/2026,Maharashtra,Pune,12000,facebook,041126_advantage catalog_lighting_cbo_asc_evergreen_120241545010470384,facebook,041126_advantage catalog_lighting_cbo_asc_evergreen_120241545010470384,,zoho sales iq
#83969,16/08/2026,Tamil Nadu,Coimbatore,19546.6,google,search_brand_18098202173,google,search_brand_18098202173,,zoho sales iq
#83970,16/08/2026,Haryana,Gurgaon,2426.6,direct,,google,Search_Brand_18098202173,,shopify
#83971,16/08/2026,Maharashtra,Mumbai,20314.15,direct,,direct,,,zoho sales iq
#83972,16/08/2026,Uttar Pradesh,Noida,4319.1,google,,direct,,,shopify
#83973,16/08/2026,Arunachal Pradesh,West Kameng,15897,google,LightingSearchaimax,google,LightingSearchaimax,,shopify
#83975,16/08/2026,Haryana,GURUGRAM,2360,Tata,,Tata,,,zoho sales iq
#83976,16/08/2026,Maharashtra,Mumbai,7936,Tata,,Tata,,,zoho sales iq
#83974,16/08/2026,Andhra Pradesh,Visakhapatnam,943,Tata,,Tata,,,zoho sales iq
#83978,16/08/2026,Haryana,Gurgaon,1979,google,,direct,,,shopify
#83977,16/08/2026,Maharashtra,Mumbai,11048.3,direct,,direct,,,zoho sales iq
#83979,16/08/2026,Andhra Pradesh,Visakhapatnam,14938.2,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#83981,16/08/2026,Karnataka,Chitradurga,7799,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83980,16/08/2026,Karnataka,Bengaluru,9089.1,google,,instagram,041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#83982,16/08/2026,Tamil Nadu,Chennai,4999,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#83983,16/08/2026,Delhi,New Delhi,6299.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#83984,16/08/2026,Karnataka,Bengaluru,27604.2,google,,google,,,shopify
#83993,17/08/2026,Karnataka,Bengaluru,10798,facebook,,direct,,,zoho sales iq
#83995,17/08/2026,Uttar Pradesh,Varanasi,4998,google,LightingShopping_21285710791,direct,,,zoho sales iq
#84018,17/08/2026,Delhi,New Delhi,4769.1,google,LightingSearchaimax,google,LightingSearchaimax,,zoho sales iq
#83987,17/08/2026,Maharashtra,Mumbai,4257.1,google,search_brand_18098202173,google,search_brand_18098202173,,zoho sales iq
#84005,17/08/2026,Maharashtra,Pune,5758.2,direct,,direct,,,zoho sales iq
#83989,17/08/2026,Maharashtra,Mumbai,7499,google,,direct,,,zoho sales iq
#84015,17/08/2026,Karnataka,Bengaluru,4799,google,,direct,,,zoho sales iq
#83998,17/08/2026,Gujarat,Virpur,8099,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84016,17/08/2026,Odisha,Bhubaneswar,2399,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84007,17/08/2026,Kerala,ERNAKULAM,2989.1,direct,,google,LightingShopping_21285710791,,shopify
#83985,17/08/2026,Telangana,Secunderadad,8899,google,PMaxLightingNC_16828666790,google,PMaxLightingNC_16828666790,,shopify
#83999,17/08/2026,Rajasthan,Jaipur,15598,google,,google,,,shopify
#84006,17/08/2026,Kerala,ERNAKULAM,7019.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#83994,17/08/2026,Karnataka,Bengaluru,26799,google,PMaxLightingNC_16828666790,google,PMaxLightingNC_16828666790,,shopify
#84001,17/08/2026,West Bengal,Kolkata,4798,google,LightingSearchaimax,google,LightingSearchaimax,,shopify
#84010,17/08/2026,Maharashtra,Mumbai,8699,direct,,google,PMaxLightingNC_16828666790,,shopify
#84008,17/08/2026,Maharashtra,Mumbai,9089.1,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#84000,17/08/2026,Punjab,LUDHIANA,5799,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,shopify
#84004,17/08/2026,Delhi,South East,15799,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84013,17/08/2026,Bihar,Bhagalpur,24397,direct,,direct,,,shopify
#84012,17/08/2026,Bihar,Bhagalpur,5999,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84002,17/08/2026,Kerala,Erattupetta,18449.1,instagram,041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84017,17/08/2026,Gujarat,Vadodara,6208.2,direct,,razorpay,,,shopify
#84003,17/08/2026,Maharashtra,Mumbai,8584.15,direct,,direct,,,zoho sales iq
#84011,17/08/2026,Maharashtra,Nashik,4600,bing,pmaxlightingbing,bing,pmaxlightingbing,,zoho sales iq
#84019,17/08/2026,Tamil Nadu,Pollachi,17007.3,google,,direct,,,zoho sales iq
#83992,17/08/2026,Uttar Pradesh,Ghaziabad,4758.3,google,pmaxlightingnc_16828666790,google,pmaxlightingnc_16828666790,,zoho sales iq
#83997,17/08/2026,Delhi,NEW DELH,12748.3,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,zoho sales iq
#84009,17/08/2026,Maharashtra,Mumbai,20738.3,google,pmaxlightingnc_16828666790,google,pmaxlightingnc_16828666790,,zoho sales iq
#83996,17/08/2026,West Bengal,Kolkata,5524.15,direct,,direct,,,zoho sales iq
#83991,17/08/2026,Telangana,HYDERABAD,5799,Amazon,,Amazon,,,zoho sales iq
#84014,17/08/2026,Karnataka,Bengaluru,10707.45,google,shoppingindexdecor_23361314596,direct,,,zoho sales iq
#83990,17/08/2026,Delhi,Delhi,7180,Tata,,Tata,,,zoho sales iq
#83988,17/08/2026,Delhi,New Delhi,5499,google,PMaxLightingNC_16828666790,direct,,,zoho sales iq
#83986,17/08/2026,Bihar,Patna,8637.3,google,LightingSearchaimax,google,LightingSearchaimax,,zoho sales iq
#84048,18/08/2026,Karnataka,Bangalore,6749.1,google,,google,,,zoho sales iq
#84055,18/08/2026,Maharashtra,Mumbai,5697,google,Pmaxbleeders_20714640181,direct,,,zoho sales iq
#84050,18/08/2026,Tamil Nadu,Rajakilpakkam,5099,google,PMaxLightingNC_16828666790,direct,,,zoho sales iq
#84042,18/08/2026,Maharashtra,Mumbai,16199.1,direct,,direct,,,zoho sales iq
#84023,18/08/2026,Karnataka,Bengaluru,11338.2,google,Pmaxbleeders_20714640181,direct,,,zoho sales iq
#84033,18/08/2026,Maharashtra,Dadar west,6299.1,direct,,direct,,,zoho sales iq
#84045,18/08/2026,West Bengal,Durgapur,13598,google,LightingSearchaimax,direct,,,zoho sales iq
#84051,18/08/2026,Uttar Pradesh,Noida,3149.1,google,,google,,,shopify
#84020,18/08/2026,Chandigarh,Chandigarh,5199,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,shopify
#84021,18/08/2026,Gujarat,Surat,1899,google,,google,,,shopify
#84029,18/08/2026,Karnataka,Manipal,3099,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84030,18/08/2026,Madhya Pradesh,Bhopal,17188.2,direct,,google,,,shopify
#84027,18/08/2026,Kerala,Palakkad,6999,google,,google,,,shopify
#84044,18/08/2026,Andhra Pradesh,Ichapuram,10299,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84047,18/08/2026,Maharashtra,Vasai-Virar,10979.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84054,18/08/2026,Tamil Nadu,Chennai,9398,direct,,direct,,,shopify
#84049,18/08/2026,Maharashtra,Vasai-Virar,9539.1,direct,,direct,,,shopify
#84025,18/08/2026,Arunachal Pradesh,Tenga Market,9268.2,google,,google,,,shopify
#84041,18/08/2026,Haryana,Gurgaon,18359.1,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84052,18/08/2026,Jharkhand,Jamshedpur,8598,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84053,18/08/2026,Gujarat,Vadodara,22297,direct,,direct,,,shopify
#84022,18/08/2026,Assam,Kamrup Metro,54990,instagram,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,instagram,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,,zoho sales iq
#84036,18/08/2026,Gujarat,Ahemdabad,810.3,google,search_brand_18098202173,direct,,,zoho sales iq
#84037,18/08/2026,Maharashtra,Ulwe,9859.15,google search engine,,direct,,,zoho sales iq
#84039,18/08/2026,Tamil Nadu,Erode,29532.37,google,pmaxlightingnc_16828666790,google,pmaxlightingnc_16828666790,,zoho sales iq
#84043,18/08/2026,Tamil Nadu,Chennai,43341.5,,,,,,zoho sales iq
#84035,18/08/2026,Karnataka,Bengaluru,8328.3,google,lightingshopping,google,lightingshopping,,zoho sales iq
#84024,18/08/2026,Rajasthan,Hanumangarh,6544.15,direct,,direct,,,zoho sales iq
#84028,18/08/2026,Telangana,HYDERABAD,2179,google,Search_Brand_18098202173,direct,,,zoho sales iq
