"Landing page type","Landing page path","UTM source","UTM campaign","Referrer source","Sessions","Pageviews","Conversion rate","Sessions that completed checkout","Sessions that reached checkout","Sessions with cart additions"
"Product","/products/dry-grass-beige-bunny-tail",,,"direct",7,7,0,0,0,0
"Product","/products/aball-island-5-light-chandelier-black","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",4,7,0,0,0,0
"Product","/products/radiant-crown-rectangular-modern-led-chandelier","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,7,0,0,0,0
"Product","/products/novo-ceramic-decorative-bowl-rust-orange","chatgpt.com","openai_catalog","direct",1,7,0,0,0,0
"Product","/products/silver-metal-flower-vase",,,"direct",7,7,0,0,0,0
"Product","/products/modern-hanging-pendant-light-clear","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","direct",1,6,0,0,0,0
"Product","/products/marchese-8-light-crystal-chandelier-chrome","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",5,6,0,0,0,0
"Product","/products/fleur-glass-ceiling-light-green","ig","041126_Advantage","direct",1,6,0,0,0,0
"Product","/products/ardor-ice-glass-vase-small","google","ShoppingIndexdecor_23361314596","search",4,6,0,0,0,0
"Product","/products/sagaform-ceramic-bowl-yellow","chatgpt.com",,"direct",5,6,0,0,1,1
"Product","/products/valencia-metal-solar-pathway-light-brown",,,"direct",6,6,0,0,0,0
"Product","/products/vintage-pendant-light-with-glass-shade","google","BestsellersDemandGen_23697546917","direct",1,6,0,0,0,0
"Product","/products/royal-grandeur-victorian-sconce","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",4,6,0,0,0,0
"Product","/products/vintage-pendant-light-with-glass-shade","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",5,6,0,0,0,1
"Product","/products/urban-loft-4-light-geometric-iron-chandelier-brown","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,6,0,0,0,0
"Product","/products/losico-9-arm-glass-crystal-chandelier","bing","PmaxLightingBing","search",5,6,0,0,0,0
"Product","/products/flowerpot-pendant-light-white","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,6,0,0,0,1
"Product","/products/drop-hanging-light-smoky","google","LightingShopping_21285710791","search",2,6,0,0,0,0
"Product","/products/johnson-ceramic-vase-brown",,,"direct",6,6,0,0,0,0
"Product","/products/antique-metal-pendant-lamp-black",,,"direct",6,6,0,0,0,0
"Product","/products/bead-wooden-table-lamp",,,"direct",6,6,0,0,0,0
"Collection","/collections/home-decor-products-in-dombivli",,,"search",4,6,0,0,0,0
"Product","/products/nova-nest-bamboo-lamp","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,6,0,0,1,1
"Product","/products/morni-ceramic-jar-large",,"120246622751400384","social",3,6,0,0,0,0
"Product","/products/bowl-shape-white-ceramic-table-lamp-with-grey-shade",,,"direct",6,6,0,0,0,0
"Product","/products/oreate-led-hanging-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,6,0,0,0,0
"Product","/products/thrown-tumbler-ceramic-vase-white",,,"direct",6,6,0,0,0,0
"Collection","/collections/wall-lights","chatgpt.com",,"unknown",2,6,0,0,0,0
"Product","/products/blown-glass-pendant-light-transparent","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,6,0,0,0,0
"Product","/products/belmora-12-light-crystal-chandelier","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",6,6,0,0,0,0
"Product","/products/modern-bedside-reading-wall-lamp-black","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,6,1,1,1,0
"Product","/products/france-outdoor-gate-light-large",,,"search",1,6,0,0,0,0
"Product","/products/black-pansy-handwoven-wall-basket",,,"direct",6,6,0,0,0,0
"Product","/products/lima-open-outdoor-wall-light-bronze","google","PMaxLightingNC_16828666790","search",4,6,0,0,0,0
"Product","/products/delilah-lamp-home-decor-lamps-and-lighting","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",2,6,0,0,0,0
"Product","/products/the-chifa-handwoven-sabai-grass-wall-hanging-basket-black",,,"direct",6,6,0,0,0,0
"Product","/products/retro-stoneware-vase-medium",,,"search",4,6,0,0,0,0
"Product","/products/wooden-pendant-light-white","google","LightingSearchaimax","search",1,6,0,0,0,0
"Product","/products/rays-handwoven-wall-basket",,,"direct",6,6,0,0,0,0
"Product","/products/lova-metal-golden-lantern-medium",,,"direct",6,6,0,0,0,0
"Product","/products/etoile-1-light-candle-style-wall-lamp","google","BestsellersDemandGen_23697546917","social",2,6,0,0,0,0
"Product","/products/victorian-era-outdoor-hanging-lamp-bronze",,,"search",2,6,0,0,0,0
"Product","/products/century-outdoor-hang-light-red","google","LightingShopping_21285710791","search",3,6,0,0,0,0
"Product","/products/european-style-glass-ball-shade-modern-wall-lamp","google","LightingShopping_21285710791","direct",4,6,0,0,0,0
"Product","/products/elsa-ceramic-bowl-black",,,"direct",6,6,0,0,0,0
"Product","/products/silvarra-12-light-crystal-chandelier","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",5,6,0,0,0,0
"Product","/products/floral-handwoven-bamboo-basket-beige-black",,,"direct",6,6,0,0,0,0
"Product","/products/industrial-yellow-ceramic-vase-medium",,,"direct",6,6,0,0,0,0
"Product","/products/sleek-dome-brass-and-milk-white-pendant-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",2,6,0,0,0,0
"Product","/products/toscana-french-country-wall-light","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",4,6,0,0,0,0
"Product","/products/rowan-small-ceramic-table-lamp-black","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,6,0,0,0,0
"Product","/products/barca-ceramic-decorative-object-black",,,"direct",6,6,0,0,0,0
"Collection","/collections/outdoor-bollard-lights","google","LightingSearchaimax_15393315826","direct",1,6,0,0,0,0
"Product","/products/corrugated-barn-outdoor-wall-light","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",6,6,0,0,0,0
"Product","/products/danoise-pendant-lamp","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",4,6,0,0,0,0
"Product","/products/macaron-loft-led-ceiling-light-green","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,6,0,0,0,0
"Product","/products/crystal-modern-gold-metal-wall-light","google","BrandShopping_23291591904","search",2,6,0,0,0,0
"Product","/products/berkshire-pleated-5-light-linear-light-with-gold-ceiling-plate","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,6,0,0,0,0
"Product","/products/crystal-led-pendant-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",3,6,0,0,0,0
"Product","/products/acroma-small-polyresin-vase-white",,,"direct",6,6,0,0,0,0
"Product","/products/simonia-ceramic-vase-brown","google","ShoppingIndexdecor_23361314596","direct",1,6,0,0,0,0
"Product","/products/casa-blanca-wall-light-white","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,6,0,0,0,0
"Product","/products/latus-ring-led-wall-light","bing","Shopping_Search_080826_170116_524537354","search",1,6,0,0,0,0
"Product","/products/palais-2-light-wall-sconce-chrome","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,6,0,0,0,0
"Product","/products/globo-semi-flush-ceiling-light-gold","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",2,6,0,0,0,0
"Product","/products/vintage-bronze-wall-light-orange","google","BrandShopping_23291591904","search",2,6,0,0,0,0
"Product","/products/chateau-1-light-crystal-sconce","google","PMaxLightingNC_16828666790","paid",1,6,0,0,1,1
"Product","/products/sputnik-multi-light-wall-sconce",,,"search",5,6,0,0,0,0
"Product","/products/beige-topped-white-basket-pendant-lamp","google","LightingShopping_21285710791","direct",5,6,0,0,0,0
"Product","/products/scales-ceramic-decorative-vase-white",,,"direct",6,6,0,0,0,0
"Product","/products/kelopak-glass-hanging-light","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",4,6,0,0,0,0
"Product","/products/castle-outdoor-wall-light-gold","google","LightingShopping_21285710791","search",5,6,0,0,0,0
"Product","/products/bouvet-2-light-chandelier-gold","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",6,6,0,0,0,0
"Product","/products/dried-flowers-round-ball-banksia-white","google","ShoppingIndexdecor_23361314596","search",3,6,0,0,0,0
"Product","/products/bezel-6-light-victorian-candle-chandelier-black","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,6,0,0,1,1
"Collection","/collections/glass-vase-for-plants",,,"direct",6,6,0,0,0,0
"Product","/products/japanese-pottery-series-vase","google","ShoppingIndexdecor_23361314596","search",2,6,0,0,0,0
"Product","/products/emmet-victorian-6-light-crystal-chandelier-chrome","google","PMaxLightingNC_16828666790","direct",6,6,0,0,0,0
"Product","/products/modern-crystal-glass-baseball-bat-sconce-lamp","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,6,0,0,0,0
"Product","/products/rose-glass-pendant-light-amber","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",5,6,0,0,0,0
"Product","/products/maria-theresa-style-crystal-chandelier","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",2,6,0,0,0,0
"Product","/products/bilger-marble-lamp-home-decor-lamps-and-lighting","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",6,6,0,0,0,0
"Collection","/collections/wall-lights","facebook","080824_BOF-Retargeting_CBO_Sales_Warm_Hot_Evergreen","direct",6,6,0,0,0,0
"Product","/products/sunbeam-glass-table-lamp-amber","chatgpt.com",,"direct",2,6,0,0,0,0
"Product","/products/aldo-beaded-metal-floor-lamp","google","LightingShopping_21285710791","search",5,6,0,0,0,0
"Product","/products/elysian-swing-arm-brass-wall-sconce",,,"direct",6,6,0,0,0,0
"Product","/products/vrindaa-brass-wine-bucket","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",4,6,0,0,0,0
"Product","/products/russet-terracotta-vase-medium","fb","072926_Advantage+Catalog_Terracotta_Decor_CBO_ASC_Evergreen_120246907043390384","social",4,6,0,0,0,0
"Product","/products/modern-minimalist-hanging-glass-water-drop-pendant-light",,,"direct",6,6,0,0,0,0
"Product","/products/topaz-cut-crystal-drops-chandelier","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",4,6,0,0,0,0
"Product","/products/swan-arcylic-led-wall-light-gold","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",5,6,0,0,0,0
"Product","/products/nebulous-ceramic-vase-medium",,,"direct",6,6,0,0,0,0
"Product","/products/arandela-aball-wall-lamp","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",3,6,0,0,1,1
"Product","/products/swan-arcylic-led-wall-light-gold",,,"direct",6,6,0,0,0,0
"Product","/products/rectangular-column-outdoor-pole-light","google","BrandShopping_23291591904","direct",4,6,0,0,0,0
"Product","/products/ruchika-brass-serving-tray","ig","081226_Prospecting_Decor","direct",6,6,0,0,0,0
"Product","/products/glass-globe-gold-metal-hanging-pendant-light","google","BestsellersDemandGen_23697546917","search",1,6,0,0,0,0
"Product","/products/amber-glass-hanging-lamp-drum",,,"direct",6,6,0,0,0,0
"Product","/products/cora-metal-lamp-home-decor-lamps-and-lighting",,,"direct",5,6,0,0,0,0
"Product","/products/izzo-lamp-home-decor-lamps-and-lighting",,,"direct",6,6,0,0,0,0
"Product","/products/crackled-terracotta-vase-medium","ig","072926_Advantage+Catalog_Terracotta_Decor_CBO_ASC_Evergreen_120246907043390384","social",4,6,0,0,0,0
"Product","/products/minimalist-round-ball-metal-wall-light-white","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,6,0,0,0,0
"Product","/products/minimalist-round-ball-metal-wall-light-white",,,"direct",6,6,0,0,0,0
"Product","/products/wood-tip-pendant-lamp-cone-pink",,,"direct",6,6,0,0,0,0
"Collection","/collections/alabaster-collection","google","LightingSearchaimax_15393315826","search",4,6,0,0,0,0
"Product","/products/cylindrical-marble-pendant-lamp-white","bing","PmaxLightingBing","search",1,6,0,0,0,0
"Product","/products/dome-hanging-light-black","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",2,6,0,0,0,0
"Product","/products/terralune-gourd-vase-small",,,"direct",6,6,0,0,0,0
"Product","/products/ruchika-brass-serving-tray","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",5,6,0,0,0,0
"Product","/products/cloud-terracotta-vase-small","fb","072926_Advantage+Catalog_Terracotta_Decor_CBO_ASC_Evergreen_120246907043390384","social",1,6,0,0,0,0
"Product","/products/quadri-outdoor-wall-lantern",,,"direct",6,6,0,0,0,0
"Product","/products/aero-matrix-garden-bollard-light","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",3,6,0,0,0,0
"Collection","/collections/birthdays",,,"direct",5,6,0,0,0,0
"Product","/products/de-flores-candle-lantern-large",,,"direct",6,6,0,0,0,0
"Product","/products/antler-vertical-nordic-style-led-wall-lamp-black","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,6,0,0,0,0
"Product","/products/lyssa-metal-floor-lamp","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,6,0,0,0,0
"Product","/products/amber-glass-hanging-lamp-drum","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",3,6,0,0,0,0
"Product","/products/tulip-decorative-table-lamp-blue","google","LightingShopping_21285710791","search",3,6,0,0,0,0
"Product","/products/small-pampas-grass-black",,,"direct",6,6,0,0,0,0
"Product","/products/kyoto-frosted-glass-boundary-gate-lamp","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",5,6,0,0,0,0
"Product","/products/luminex-hanging-pendant-light-dome","google","LightingShopping_21285710791","search",3,6,0,0,0,0
"Product","/products/shola-flower-white",,,"direct",6,6,0,0,0,0
"Collection","/collections/candle-wall-lights",,,"search",1,6,0,0,0,0
"Product","/products/edwin-linear-ceiling-pendant-light","bing","PmaxLightingBing","search",2,6,0,0,0,0
"Product","/products/silvarra-6-light-crystal-chandelier","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",6,6,0,0,0,0
"Collection","/collections/home-decor-products-in-jaipur",,,"direct",4,6,0,0,0,0
"Product","/products/danoise-pendant-lamp","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",4,6,0,0,0,0
"Product","/products/valhalla-outdoor-wall-light-dark-brown","google","Pmaxbleeders_20714640181","unknown",4,6,0,0,0,0
"Product","/products/istoria-white-ceramic-table-lamp-with-white-shade",,,"direct",6,6,0,0,0,0
"Product","/products/alfea-glass-vase-large","google","ShoppingIndexdecor_23361314596","search",2,6,0,0,0,0
"Product","/products/triple-layer-disc-macaron-cake-pendant-light-pink","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",3,6,0,0,0,0
"Collection","/collections/home-decor",,,"search",2,6,0,0,0,0
"Product","/products/topaz-cut-crystal-drops-chandelier","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,6,0,0,0,0
"Product","/products/bezel-12-light-victorian-candle-chandelier-black","google","Pmaxbleeders_20714640181","search",4,6,0,0,0,0
"Product","/products/ceramic-hetfield-temple-jar",,,"direct",6,6,0,0,0,0
"Product","/products/lotta-metal-pendant-light-white","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",4,6,0,0,0,0
"Product","/products/loop-white-ceramic-decorative-item",,,"direct",6,6,0,0,0,0
"Product","/products/bilger-marble-lamp-home-decor-lamps-and-lighting","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",5,6,0,0,0,0
"Product","/products/stilo-linear-gold-floor-lamp-with-pleated-tapered-shade-off-white","google","LightingShopping_21285710791","search",3,6,0,0,0,0
"Product","/products/frost-terracotta-vase-small","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,6,0,0,0,0
"Product","/products/royal-hanging-globe-wall-light-grey","bing","PmaxLightingBing","search",3,6,0,0,0,0
"Product","/products/farina-ceramic-vase-yellow",,,"direct",6,6,0,0,0,0
"Product","/products/lasha-wall-lamp-black","google","LightingShopping_21285710791","direct",4,6,0,0,0,0
"Product","/products/lumiere-outdoor-wall-light-up-brown","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,6,0,0,0,0
"Product","/products/roest-vertical-black-suspension-light","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,6,0,0,0,0
"Product","/products/baer-aball-pendant-light","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",6,6,0,0,0,0
"Product","/products/sepia-terracotta-vase-medium","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",3,6,0,0,0,0
"Product","/products/amore-flower-pendant-light",,,"search",1,6,0,0,0,0
"Product","/products/horta-braided-terracotta-vase-large","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",3,6,0,0,0,1
"Product","/products/temple-bell-shape-black-and-smoky-pendant-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,6,0,0,0,0
"Product","/products/dry-grass-dried-hydrangea-peach",,,"direct",6,6,0,0,0,0
"Product","/products/goodman-study-lamp-paprika-finish","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,6,0,0,0,0
"Product","/products/brown-alleviate-hanging-wall-basket",,,"direct",6,6,0,0,0,0
"Product","/products/maroq-table-lamp-gold-yellow",,,"direct",6,6,0,0,0,0
"Product","/products/partial-muse-ceramic-sculpture",,,"direct",6,6,0,0,0,0
"Product","/products/black-atom-ceramic-sculpture","ig","090226_Advantage+Catalog_Decor_CBO_ASC_Evergreen_120245840731820384","social",4,6,0,0,0,0
"Product","/products/ardor-ice-glass-vase-medium",,,"direct",6,6,0,0,0,0
"Product","/products/tampa-jug-ceramic-vase-black",,,"direct",6,6,0,0,0,0
"Product","/products/ombre-hanging-light-silver",,,"direct",6,6,0,0,0,0
"Product","/products/minimalist-linear-strip-pendant-light-black-gold",,,"direct",6,6,0,0,0,0
"Product","/products/megara-ceramic-table-lamp","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",2,6,0,0,0,0
"Product","/products/refute-outdoor-wall-light-red","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,6,0,0,0,0
"Product","/products/ceramic-white-table-vase-medium",,,"direct",6,6,0,0,0,0
"Product","/products/casa-blanca-wall-light-white","google","Pmaxbleeders_20714640181","search",3,6,0,0,0,0
"Product","/products/morrow-outdoor-wall-lamp-small",,,"direct",6,6,0,0,0,0
"Product","/products/spiral-glass-ball-pendant-light-gold","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,6,0,0,0,0
"Product","/products/horizontal-gold-glass-double-disk-hanging-pendant-light","google","Pmaxbleeders_20714640181","search",3,6,0,0,0,0
"Product","/products/olov-wood-top-scandinavian-style-pendant-light-white-and-wood",,,"direct",6,6,0,0,0,0
"Product","/products/aurelia-orange-hemisphere-pendant-light-green","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,6,0,0,0,0
"Product","/products/griffin-double-ceramic-vase-gold",,,"direct",6,6,0,0,0,0
"Product","/products/dry-grass-beige-bunny-tail","chatgpt.com",,"direct",2,6,0,0,0,0
"Product","/products/vintage-bar-pendant-lighting","bing","Shopping_Search_080826_170116_524537354","unknown",3,6,0,0,1,0
"Product","/products/chic-rays-black-metal-hanging-pendant-lamp","google","PMaxLightingNC_16828666790","search",3,6,0,0,0,0
"Product","/products/helix-marble-wall-light",,,"direct",4,6,0,0,0,0
"Product","/products/blown-glass-pendant-light-black","google","BrandShopping_23291591904","search",2,6,0,0,0,0
"Product","/products/ginara-outdoor-hanging-light","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",2,6,0,0,0,0
"Product","/products/fabula-golden-glass-table-lamp-with-white-shade","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,6,0,0,0,0
"Product","/products/exotic-wooden-shola-flowers-bouquet",,,"search",1,6,0,0,0,0
"Product","/products/klaviyo-linear-gold-floor-lamp-with-pleated-empire-softback-lamp-shade-white","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,6,0,0,0,0
"Product","/products/milkstone-terracotta-vase-medium",,,"search",2,6,0,0,0,0
"Product","/products/macaron-single-head-colored-pendant-light-orange","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",2,6,0,0,0,0
"Product","/products/cicero-outdoor-wall-light-bronze","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",3,6,0,0,0,0
"Product","/products/benicio-metal-floor-lamp","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",2,6,0,0,0,0
"Product","/products/brass-pomegranate-decorative-object-small","ig","090226_Advantage+Catalog_Decor_CBO_ASC_Evergreen_120245840731820384","social",3,6,0,0,0,0
"Product","/products/dried-zombie-fruit-grey","google","21907983547","search",1,6,0,0,0,0
"Product","/products/eye-edit-ceiling-pendant-light",,,"direct",6,6,0,0,0,0
"Product","/products/edel-ruffle-ceramic-vase",,,"direct",5,6,0,0,0,0
"Product","/products/olivier-outdoor-wall-light-up-bronze",,,"direct",5,6,0,0,0,0
"Product","/products/charmant-2-light-candle-style-wall-lamp","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",2,6,0,0,1,1
"Product","/products/butterfly-led-wall-lamp-gold","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",4,6,0,0,0,1
"Product","/products/5-light-berkshire-pleated-round-cluster-light-with-chrome-ceiling-plate",,,"direct",6,6,0,0,0,0
"Product","/products/romi-drop-hanging-light-amber",,,"direct",6,6,0,0,0,0
"Product","/products/bezel-12-light-victorian-candle-chandelier-black","facebook","081226_Prospecting_Decor","direct",6,6,0,0,0,0
"Product","/products/country-white-large-ceramic-table-lamp-with-white-shade","google","LightingShopping_21285710791","search",5,6,0,0,0,0
"Product","/products/slreeo-nordic-colored-pendant-light-black-and-white","google","PMaxLightingNC_16828666790","direct",4,6,0,0,0,0
"Product","/products/stratford-traditional-outdoor-lamp-post","ig","081226_Prospecting_Decor","direct",6,6,0,0,0,0
"Product","/products/cebu-ceramic-wall-vase-green",,,"direct",5,6,0,0,0,0
"Product","/products/encino-modern-wall-light-black","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,6,0,0,0,0
"Product","/products/velora-6-light-candle-chandelier-gold","google","Pmaxbleeders_20714640181","search",3,6,0,0,0,0
"Product","/products/tongass-ceramic-ginger-jar",,,"direct",6,6,0,0,0,0
"Product","/products/calvino-arched-outdoor-hanging-lamp-frosted-glass-black","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,6,0,0,1,1
"Product","/products/carus-pier-pole-light","google","PMaxLightingNC_16828666790","direct",5,6,0,0,0,0
"Product","/products/sindhu-metal-vase-green-small","chatgpt.com",,"unknown",1,6,0,0,0,0
"Product","/products/karst-marble-table-lamp","chatgpt.com",,"direct",5,6,0,0,0,0
"Product","/products/sculptural-linear-chandelier-black","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,6,0,0,0,0
"Collection","/collections/pendant-lights","facebook","ASC| Creative Testing | 08 Apr 2025","direct",3,6,0,0,0,0
"Product","/products/larkson-wall-light-chrome",,,"direct",6,6,0,0,0,0
"Product","/products/modern-gold-stainless-steel-tubes-wall-lamp","google","LightingSearchaimax_15393315826","search",3,6,0,0,0,0
"Product","/products/kuba-metal-lantern-black","google","Pmaxbleeders_20714640181","search",3,6,0,0,0,0
"Product","/products/emmet-victorian-12-light-crystal-chandelier-chrome","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",4,6,0,0,0,0
"Product","/products/clover-green-glass-vase-small",,,"direct",6,6,0,0,0,0
"Product","/products/pumpkin-outdoor-gate-light-small","google","BestsellersDemandGen_23697546917","search",3,6,0,0,0,0
"Product","/products/bunny-tail-bunch-25-stems-natural-brown",,,"direct",6,6,0,0,0,0
"Product","/products/erica-marble-lamp-home-decor-lamps-and-lighting",,,"direct",6,6,0,0,0,0
"Product","/products/caramel-porcelain-ceramic-table-lamp-with-white-shade","google","LightingShopping_21285710791","search",3,6,0,0,0,0
"Product","/products/paris-outdoor-hang-light-large","google","Pmaxbleeders_20714640181","direct",3,6,0,0,0,0
"Product","/products/kalik-outdoor-pendant-light-black",,,"direct",6,6,0,0,0,0
"Product","/products/macaron-loft-adjustable-wall-light-blue","google","LightingShopping_21285710791","direct",3,6,0,0,0,0
"Product","/products/bergen-globe-pendant-light",,,"search",1,6,0,0,0,0
"Product","/products/phalaris-dried-grass-yellow",,,"direct",6,6,0,0,0,0
"Product","/products/imperial-bliss-black-ceramic-table-lamp",,,"direct",6,6,0,0,0,0
"Product","/products/falcon-outdoor-hanging-ligh-bronze","google","PMaxLightingNC_16828666790","paid",3,6,0,0,1,1
"Product","/products/leda-table-lamp-home-decor-lamps-and-lighting","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",2,6,0,0,0,0
"Product","/products/porcelain-marble-lamp-home-decor-lamps-and-lighting","google","Pmaxbleeders_20714640181","search",3,6,0,0,0,0
"Product","/products/milkstone-terracotta-vase-medium","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",6,6,0,0,0,0
"Product","/products/bungalow-outdoor-wall-light-downward","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",4,6,0,0,0,0
"Product","/products/stream-outdoor-wall-light-white-glass","google","Pmaxbleeders_20714640181","unknown",5,6,0,0,0,0
"Product","/products/merlin-metal-table-lamp","google","LightingShopping_21285710791","search",6,6,0,0,0,0
"Product","/products/cohen-globe-indoor-light-rose-gold",,,"direct",6,6,0,0,0,0
"Product","/products/adonia-bottleneck-ceramic-vase-small",,,"direct",6,6,0,0,0,0
